46,-29,"1,0,0,0,0,1,1,2,1,0,0,0,0,1,1,1,1,0,0,1,2,0,0,2,1,1,0,1,1,2,1,1,0,1,0,2,1,1,1,1,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,2,0,1,0,0,2,1,0,2,0,2,1,0,1,0,0,0,1,2,0,0,2,0,1,2,0,1,0,0,1,1,2,0,1,0,0,1,0,2,0,1"
15,-28,"0,1,0,0,1,0,0,1,0,1,1,0,1,0,2,1,1,1,2,0,2,2,0,0,0,1,1,0,1,1,1,1,0,0,0,0,2,2,0,2,1,1,0,0,1,0,0,1,0,0,2,1,1,1,1,0,0,1,0,2,1,0,2,0,0,0,2,0,0,0,2,0,1,0,2,0,1,1,0,1,0,2,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0"
20,-28,"0,0,2,0,1,1,1,0,0,2,0,1,2,0,2,2,2,0,2,1,1,2,0,2,0,0,0,0,1,0,0,1,2,2,0,0,1,0,1,2,1,0,2,1,0,2,1,0,1,0,0,1,0,2,2,2,2,1,0,0,2,2,1,0,2,2,0,0,0,0,2,0,0,2,0,2,0,0,1,0,2,2,1,0,2,0,1,1,1,1,1,0,0,1,1,1,0,2"
28,-28,"0,2,1,1,2,2,0,2,0,2,1,1,2,1,0,2,1,2,2,1,0,1,1,2,2,1,0,1,2,2,2,2,2,1,2,0,0,1,1,0,1,0,0,2,2,0,0,1,2,2,1,1,0,2,0,2,2,1,2,0,2,1,0,2,1,1,0,2,0,1,0,2,0,2,0,1,2,1,0,0,1,1,1,0,1,0,0,0,1,0,2,2,0,0,0,0,2,2"
30,-28,"0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,2,2,1,1,1,2,1,2,2,2,0,1,1,1,2,1,1,1,1,2,0,1,1,0,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,1,0,1,2,1,1,2,2,0,2,1,0,0,0,2,1,0,0,0,2,0,0,2,1,1,1,0,0,0,0,2,0,0,1,0,0,1,1,0,0"
37,-28,"0,0,0,0,0,1,1,2,2,1,0,2,1,0,1,0,0,1,2,2,0,1,0,0,1,2,0,1,1,0,0,0,2,1,0,0,0,2,1,1,1,0,1,0,0,1,0,0,1,0,1,2,1,1,1,1,0,2,2,0,2,0,0,2,0,1,1,1,0,1,0,0,1,1,2,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0"
43,-28,"0,0,1,0,1,1,0,0,1,1,2,1,2,1,0,0,2,1,0,2,1,0,2,1,2,0,0,0,1,0,1,0,2,2,0,1,2,2,2,2,0,0,1,0,0,0,1,1,0,1,0,2,1,2,0,1,1,2,2,1,2,0,2,0,0,2,2,1,2,1,2,1,2,2,1,0,1,0,2,2,1,1,0,0,2,0,0,0,0,0,1,1,0,1,0,0,2,0"
44,-28,"0,0,0,0,2,1,0,0,2,2,0,0,2,0,0,0,1,0,2,0,0,1,1,2,2,0,2,2,0,2,0,2,1,0,2,2,2,2,0,1,1,0,1,0,0,1,2,2,2,0,1,2,1,0,1,0,0,1,1,1,2,1,2,1,2,1,2,0,0,2,0,2,1,1,0,0,0,2,2,1,0,1,1,0,0,0,1,1,0,2,2,1,1,1,0,1,0,1"
47,-28,"1,0,1,2,0,0,1,1,1,1,2,2,0,1,1,2,2,0,0,0,0,2,1,1,0,1,1,1,0,0,1,2,1,1,0,1,0,2,2,0,1,0,0,2,1,2,1,2,0,2,0,0,1,0,0,1,1,1,1,1,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,2,0,1,1,0,1,0,0"
7,-27,"1,2,0,0,0,0,0,1,2,1,2,1,2,0,0,0,1,0,0,0,2,2,1,1,1,0,2,2,0,1,0,0,1,2,1,1,1,0,1,0,2,2,1,2,0,1,2,2,1,0,2,0,0,0,1,1,0,0,1,0,2,2,0,1,0,1,0,2,0,0,1,1,1,0,0,2,2,0,1,2,0,1,2,0,0,0,0,1,0,2,2,0,0,0,2,0,0,1"
11,-27,"1,1,1,2,0,1,0,0,0,0,1,0,0,1,2,2,2,0,2,2,0,0,1,0,1,0,0,2,2,1,1,1,2,1,0,0,2,0,0,2,0,0,0,0,2,1,1,1,2,0,2,2,1,2,0,1,0,0,2,2,2,2,1,0,2,2,2,0,0,0,1,0,0,2,2,2,1,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1"
32,-27,"2,0,0,2,2,0,0,1,0,2,2,1,0,2,2,2,2,0,2,2,1,2,0,0,1,0,2,0,0,0,2,0,0,1,2,1,0,1,0,0,0,2,2,0,0,0,1,0,0,0,2,1,2,1,1,0,0,0,0,1,0,1,1,0,2,1,2,1,0,0,1,2,1,0,1,1,0,2,2,0,0,0,2,0,2,1,1,0,0,0,2,0,0,0,0,0,0,2"
35,-27,"0,1,2,2,1,0,2,2,1,1,1,0,2,0,1,1,2,0,0,0,0,0,0,0,0,1,1,2,2,1,2,0,0,0,0,0,2,1,0,1,1,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,2,2,0,0,0,0,0,0,1,2,0,2,1,0,1,1,1,0,0,0,1,0,2,0,2,1,0,1,2,0,0,1,1,0,0,0,1,1,1"
0,-26,"0,0,0,0,1,2,0,0,0,0,0,1,0,2,1,1,0,1,1,0,0,0,0,2,1,2,2,0,2,0,2,0,1,0,0,2,2,1,1,1,1,2,0,0,1,1,1,0,0,1,2,2,1,1,1,2,2,0,1,1,1,0,0,1,1,1,2,0,0,0,1,2,0,0,2,1,0,2,0,0,1,2,0,0,2,0,1,1,2,1,2,1,0,0,0,0,0,1"
5,-26,"2,2,0,1,2,0,0,1,0,1,2,1,0,1,1,1,2,2,0,0,1,2,2,0,0,2,1,1,0,1,1,1,1,1,1,0,0,1,2,2,1,2,0,1,0,1,2,0,0,2,2,2,2,0,2,2,2,2,1,1,1,0,0,1,0,1,2,0,0,1,0,2,0,0,0,2,0,2,0,0,2,1,0,2,1,1,1,1,1,2,1,2,2,1,1,0,2,1"
18,-26,"2,0,0,0,0,2,2,0,0,1,1,0,0,2,1,0,1,0,0,1,1,1,0,1,1,1,1,0,2,1,1,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,2,2,0,1,0,0,1,0,2,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,1,1,0,2,2,1,0,0,1,0,0,1,1,0,2,1,0,0,0,0,1,0"
29,-26,"0,0,2,1,1,1,2,1,1,0,0,1,2,1,1,0,1,0,0,0,0,1,0,1,2,2,0,2,1,2,0,1,1,2,0,0,0,2,2,1,0,0,1,1,1,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,2,0,1,2,2,1,2,2,1,2,2,0,1,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0"
34,-26,"0,0,0,0,2,1,0,2,0,0,2,1,0,0,2,0,0,1,1,0,0,2,2,0,1,1,0,2,1,0,2,1,1,0,2,0,2,0,1,1,1,1,0,1,2,0,0,1,2,2,2,0,2,0,1,0,2,2,2,0,1,0,2,0,0,0,2,0,0,0,2,1,1,1,0,1,2,0,0,1,0,1,1,0,2,0,0,1,2,1,1,2,2,1,0,1,1,0"
8,-25,"1,0,1,1,2,1,2,1,0,0,2,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,1,2,0,0,0,2,2,2,0,1,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,2,2,1,1,0,2,2,1,2,0,1,2,1,2,2,2,0,0,1,2,1,2,2,1,1,1,0,0,0,2,2,2,0,0,0,0,0,0,2,1,2,1,2,0,1,0,0"
13,-25,"1,1,2,1,1,0,1,0,0,0,1,1,1,1,0,2,0,1,2,1,2,0,2,2,0,1,0,1,2,2,2,2,2,1,2,1,0,1,1,2,1,1,1,2,0,0,2,2,0,0,1,0,0,1,1,1,2,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,2,1,1,1,1,0,0,0,2,1,0,0,1,0,0,0,0,2,1,1,0,0,0,1"
14,-25,"0,1,0,1,0,2,0,0,0,0,2,2,2,1,1,2,0,0,1,0,0,0,0,1,2,2,1,2,0,0,2,2,0,0,0,1,0,0,1,2,2,0,0,1,1,0,0,1,2,0,2,2,2,0,0,0,1,1,2,1,1,1,2,0,0,2,0,1,0,1,2,2,2,1,1,1,0,0,1,0,2,1,0,0,2,2,0,2,2,2,2,2,0,1,1,2,2,0"
31,-25,"1,0,0,2,0,0,0,0,1,0,1,1,1,2,0,2,2,0,1,1,0,2,1,0,2,2,1,0,0,0,1,0,1,0,0,0,1,0,1,2,1,0,0,0,2,0,0,1,2,2,1,0,1,1,2,1,0,0,2,1,0,2,1,0,1,2,0,0,1,2,0,1,2,1,1,0,2,0,0,2,0,1,2,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0"
36,-25,"0,0,1,2,1,2,1,0,1,0,0,0,0,1,0,0,2,0,2,2,0,1,2,0,0,2,0,0,1,1,1,2,0,1,0,1,0,1,2,2,0,1,0,2,0,1,0,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,0,0,1,2,1,1,1,1,1,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1"
6,-24,"0,0,1,2,1,1,0,2,1,0,0,0,2,1,2,0,0,0,1,1,2,2,2,2,2,0,2,1,1,2,1,1,2,2,0,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,2,2,0,0,2,0,1,1,0,1,1,0,0,1,2,0,0,1,1,2,1,1,1,1,2,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,2,2,2,1,1"
23,-24,"0,0,2,0,0,1,0,0,0,0,1,0,0,2,1,2,0,0,0,1,1,2,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,2,1,1,2,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,2,0,2,1,0,0,2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2,0,2,1,0,1,0,0,2,1,0,1,0,0"
24,-24,"0,0,1,1,1,1,0,2,2,2,1,1,2,0,1,0,0,0,1,1,2,1,2,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,2,0,0,1,2,1,1,1,1,0,0,0,1,1,1,1,1,0,2,0,0,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,1,2,0,1,1,0,1,1,0,0,0,0,2,1,0,0,1,0,2"
40,-24,"0,0,2,1,2,1,1,1,1,2,0,2,2,0,1,2,0,2,1,0,1,2,2,1,0,2,0,2,1,2,0,0,1,1,2,1,0,0,1,0,1,2,0,1,0,2,1,2,2,0,1,0,2,0,2,2,0,1,2,2,1,1,1,2,1,2,0,0,2,1,0,1,0,0,1,1,2,1,2,0,0,0,2,0,0,1,2,0,0,0,0,0,1,2,0,0,0,1"
1,-23,"0,1,1,1,0,2,0,1,1,2,1,0,2,1,1,0,1,1,2,1,0,0,0,0,1,0,1,2,0,2,1,0,2,0,2,0,0,2,0,0,0,1,1,2,1,1,0,0,1,0,1,0,1,1,1,1,0,2,1,1,0,0,1,2,1,0,2,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0"
16,-23,"1,0,0,0,0,0,0,0,2,0,0,2,2,1,0,1,1,0,0,1,2,1,1,2,0,0,0,1,1,1,2,2,1,1,2,2,2,0,1,2,0,1,0,0,2,2,0,2,1,0,0,1,1,1,2,2,1,1,0,0,1,2,0,0,1,1,0,1,2,0,2,1,0,2,0,2,0,0,1,0,2,2,1,1,2,2,1,1,0,2,0,0,0,1,1,1,2,2"
22,-23,"0,1,1,2,0,0,1,2,0,2,1,0,0,1,2,0,0,0,1,0,0,0,1,2,2,1,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,1,2,0,1,1,1,0,2,2,0,0,0,1,1,0,0,1,2,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,2,2,0,0,0,0,0,1,1,0,0,1,0,2,0,0,2,0,1,0,1,0"
38,-23,"1,1,1,0,0,2,2,1,0,2,2,1,2,0,1,2,2,0,2,1,1,0,0,1,0,0,0,0,1,2,2,0,0,2,0,2,1,2,2,0,1,2,0,1,1,2,0,0,2,1,0,1,1,1,0,0,0,0,0,1,0,0,2,1,0,0,1,2,2,0,2,0,0,0,1,1,2,2,0,1,2,1,0,1,2,1,0,0,0,2,0,0,0,1,1,1,0,0"
45,-23,"0,0,1,2,2,0,0,2,1,1,2,0,0,0,1,0,0,0,2,1,1,0,0,0,0,1,2,1,1,0,0,1,0,1,1,2,0,2,2,0,1,2,1,0,1,2,1,2,1,0,0,2,0,2,0,0,1,2,0,0,1,1,1,1,0,2,2,0,2,0,0,0,0,1,1,0,2,1,2,2,1,1,0,0,0,0,2,0,2,2,0,1,2,1,2,2,0,2"
48,-23,"0,1,1,0,0,1,2,1,2,2,1,2,1,2,1,0,1,1,2,2,1,0,0,2,2,1,2,0,1,1,0,1,2,1,1,2,2,0,2,1,1,2,2,2,0,2,1,1,1,0,1,2,0,1,1,0,0,1,2,0,2,0,0,0,1,1,1,0,1,2,1,1,0,0,2,0,0,0,0,0,1,0,1,0,2,0,2,1,0,2,1,0,1,0,2,0,1,1"
21,-22,"0,0,0,1,0,0,2,0,2,2,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,2,0,0,1,1,2,2,0,2,2,2,0,1,1,2,0,1,0,0,0,2,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0,2,2,1,1,0,2,2,2,2,0,0,0,1,1,0,1,2,0,1,2,0,0,2,0,1,0,0,0,1,1,1,0,2"
41,-22,"0,0,0,0,0,0,0,1,2,2,1,0,0,2,0,0,1,0,2,1,2,1,0,2,0,1,0,0,0,0,2,0,1,2,2,0,1,0,0,2,1,1,1,1,0,1,0,2,0,1,0,0,0,2,1,0,1,0,1,0,1,0,2,0,1,1,0,1,1,1,0,2,0,2,0,1,0,2,1,0,0,1,2,0,0,2,1,0,1,0,0,2,2,0,0,0,0,1"
3,-21,"0,2,0,0,0,2,0,2,0,1,0,2,1,0,1,2,2,2,1,0,0,0,0,0,1,2,2,2,2,0,1,0,0,2,1,1,1,1,0,0,0,0,2,2,0,0,1,2,0,2,0,1,2,0,2,1,0,0,0,2,0,2,1,2,1,0,1,2,2,0,1,1,2,0,2,2,1,0,0,0,2,2,0,2,1,0,1,2,2,0,0,1,2,1,0,0,2,2"
10,-21,"2,0,0,0,0,2,1,1,0,1,1,2,2,0,1,0,2,0,1,0,0,0,1,1,1,0,0,0,1,1,0,2,1,1,0,1,2,1,1,1,1,0,0,2,1,0,2,1,1,1,0,1,2,0,0,2,0,2,1,1,0,0,2,2,1,1,0,1,0,0,0,2,2,1,0,1,0,1,2,0,0,0,0,1,2,0,2,1,0,0,0,0,2,0,0,2,1,0"
39,-21,"2,2,1,0,1,1,1,2,0,2,2,0,1,0,2,0,2,2,1,1,0,1,0,0,0,2,0,2,0,2,0,1,0,0,0,0,0,1,2,0,1,0,1,1,2,0,0,1,0,0,0,1,2,2,1,2,0,0,2,0,0,1,2,2,1,2,0,2,1,0,0,0,0,1,0,2,0,1,1,0,2,1,1,0,1,2,0,1,1,0,1,1,1,0,1,0,0,2"
4,-19,"0,1,0,0,1,0,2,0,0,1,0,1,0,0,1,2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,2,1,1,1,1,0,0,0,0,0,1,2,2,1,0,1,0,2,0,0,1,2,2,0,1,1,2,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,2,1,1,0,0,0,2,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1"
12,-18,"0,1,0,2,1,2,2,0,1,1,1,1,1,2,2,1,0,0,2,0,2,1,0,2,1,1,2,1,1,0,2,2,1,2,0,0,0,2,1,0,0,2,1,2,0,1,2,2,2,1,2,0,0,0,2,0,1,1,2,0,0,1,0,0,2,0,2,2,0,1,1,0,0,1,2,0,2,0,0,2,2,2,1,0,0,2,1,1,1,2,1,1,2,2,2,1,2,1"
