19,-35,"2,1,1,2,1,1,0,1,2,0,1,0,0,2,2,0,0,1,0,1,0,2,2,0,1,1,2,2,2,2,2,0,0,0,2,2,0,2,0,0,0,2,1,2,2,0,0,1,0,0,2,2,0,2,2,2,1,2,2,2,0,2,2,0,1,1,2,2,0,1,0,1,0,1,0,0,1,1,2,0,2,1,2,2,2,2,2,1,1,1,0,2,1,2,0,2,0,0",,,,,,,,,,,,,,
20,-40,"0,1,2,1,1,1,2,2,1,1,1,2,1,0,1,0,2,2,1,0,2,2,1,2,0,0,2,0,0,2,2,0,0,0,2,1,0,0,1,2,2,2,0,1,0,0,0,2,0,2,1,0,1,2,1,1,2,2,1,0,0,0,2,0,0,2,0,0,2,1,0,2,1,1,0,0,1,1,1,1,1,2,1,2,2,2,0,1,1,2,0,0,0,1,0,1,1,0",,,,,,,,,,,,,,
21,-35,"1,2,1,2,2,2,2,1,0,1,0,2,1,0,0,0,2,2,0,1,2,1,2,2,1,0,0,2,2,1,2,2,1,1,0,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,1,1,1,0,1,0,2,2,1,1,1,1,0,2,0,0,2,0,1,1,0,0,1,2,0,1,0,1,2,0,1,1,0,1,1,1,0,0,1,0,2,1,1,0,0",,,,,,,,,,,,,,
22,-38,"2,2,0,0,0,0,2,0,0,0,1,1,2,1,2,1,1,1,0,2,2,1,0,0,1,0,1,2,0,0,1,0,2,0,2,0,0,0,1,2,0,2,1,2,2,1,2,1,2,2,1,1,0,0,0,0,2,1,1,1,2,0,0,2,2,1,0,0,2,0,0,0,0,1,1,1,1,0,2,2,2,0,0,0,0,0,0,0,1,2,1,1,2,1,2,2,2,2",,,,,,,,,,,,,,
23,-34,"2,0,2,0,1,0,0,2,2,0,2,1,0,1,1,2,1,0,1,0,0,1,0,0,2,2,1,0,0,0,0,0,2,2,0,0,2,1,1,0,1,2,0,0,1,0,0,1,0,0,2,1,1,1,1,1,0,0,0,1,0,1,0,1,2,0,1,2,2,2,2,2,0,2,0,0,2,2,1,2,0,2,0,0,2,0,0,0,0,1,1,2,2,2,2,1,2,0",,,,,,,,,,,,,,
24,-34,"0,0,2,2,0,1,0,0,1,0,0,2,2,1,0,2,2,1,0,0,1,1,0,1,1,1,1,2,2,0,1,2,1,2,2,1,1,1,1,1,0,1,2,2,0,1,2,2,1,0,2,2,0,1,0,1,2,1,2,1,1,0,0,0,1,1,1,2,0,1,0,0,0,2,2,1,1,0,0,1,2,0,2,0,2,2,2,2,2,1,1,2,1,1,2,2,0,0",,,,,,,,,,,,,,
25,-31,"2,0,1,1,2,2,2,0,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,0,0,1,0,0,1,0,1,2,2,2,0,0,2,2,0,1,1,0,2,2,1,2,0,0,2,1,0,1,0,0,0,1,2,1,0,0,0,0,2,2,0,2,1,0,1,2,0,0,1,0,2,2,2,0,2,1,2,0,0,0,0,2,2,2,1,0,0,1,0,1,0,1",,,,,,,,,,,,,,
26,-33,"1,1,1,1,2,2,1,0,1,1,1,1,0,0,1,1,0,2,2,0,0,0,0,2,2,1,1,2,0,1,1,0,1,1,2,0,2,1,2,2,2,2,2,0,0,2,1,2,2,0,0,1,1,1,1,1,2,2,1,0,0,2,2,2,1,2,0,1,1,0,2,0,0,1,0,1,2,2,1,0,0,2,0,0,0,0,1,2,0,1,0,1,0,0,2,1,0,0",,,,,,,,,,,,,,
27,-34,"1,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,1,1,1,2,2,1,0,0,0,2,2,1,0,0,0,0,2,2,1,1,1,2,1,0,2,1,0,0,0,0,1,0,2,1,2,2,0,2,1,0,0,2,2,1,2,2,0,2,0,0,0,0,0,0,2,0,0,1,2,1,0,0,2,2,2,2,1,0,1,0,0,2,2,1,1,0,0,2,0,1,0,2",,,,,,,,,,,,,,
28,-39,"1,1,2,1,1,1,2,2,0,0,2,0,1,1,1,2,0,0,0,2,2,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,1,0,0,0,1,1,0,2,2,2,0,1,0,0,0,2,2,0,2,2,2,1,2,2,2,2,1,0,1,2,0,0,1,1,1,1,0,2,2,1,2,2,1,0,0,2,0,1,2,2,0,0,2,0,1,1,1,2,2",,,,,,,,,,,,,,
29,-36,"2,1,1,2,1,2,0,1,2,0,0,0,1,0,0,0,1,2,2,2,1,1,0,0,0,0,0,2,1,2,0,0,2,1,2,2,2,0,1,1,1,2,2,1,1,1,1,2,0,1,0,0,2,0,1,0,2,1,1,2,2,1,1,1,1,0,0,1,2,0,0,1,0,0,1,1,1,2,2,0,0,2,1,2,1,2,1,1,2,1,1,0,1,1,0,1,0,0",,,,,,,,,,,,,,
30,-34,"1,2,2,0,1,2,0,0,1,1,2,0,2,1,1,2,2,1,2,1,2,0,2,1,2,0,2,0,0,2,0,2,0,0,1,0,1,1,0,2,0,0,2,0,1,1,1,0,2,1,0,1,0,0,1,2,0,0,1,1,1,0,1,2,1,1,0,1,1,2,2,0,1,2,1,1,2,1,1,0,0,2,1,2,2,2,2,1,2,1,0,0,0,0,0,2,0,1",,,,,,,,,,,,,,
31,-34,"2,0,0,2,2,1,2,1,1,2,2,0,1,0,0,0,2,1,2,2,2,2,2,1,0,1,1,0,0,1,1,2,2,0,1,2,0,0,1,2,1,2,2,0,1,1,0,0,1,2,2,2,1,0,0,0,0,1,1,0,2,2,2,0,0,2,2,0,1,2,2,1,1,2,1,1,1,1,0,1,1,2,1,2,2,0,2,0,2,0,2,0,0,1,0,2,0,0",,,,,,,,,,,,,,
32,-32,"0,2,2,2,2,0,2,1,0,1,2,2,1,1,0,2,2,1,2,1,0,0,1,0,0,1,2,2,0,1,0,1,0,1,2,2,1,1,1,0,2,1,2,2,1,0,0,2,0,0,2,0,0,1,2,0,0,1,1,0,0,2,0,0,2,1,2,2,0,1,1,1,2,2,1,2,0,2,2,1,0,2,0,1,0,0,2,0,1,0,0,2,0,2,2,1,0,0",,,,,,,,,,,,,,
33,-33,"1,1,1,2,0,1,2,1,0,2,2,2,1,1,1,2,0,2,1,1,0,2,0,2,2,2,2,1,2,2,0,2,0,2,2,1,0,1,2,2,0,0,2,1,1,1,0,1,1,1,0,2,0,0,0,0,1,0,0,1,1,1,0,2,0,1,1,0,2,0,0,1,1,1,0,1,0,2,2,0,2,2,0,0,2,0,0,0,0,2,1,0,0,1,1,1,0,0",,,,,,,,,,,,,,
34,-35,"0,0,2,2,0,1,0,0,1,0,2,0,0,0,2,2,2,0,1,2,0,0,0,2,2,2,0,0,1,2,0,2,2,2,0,0,0,0,1,0,2,1,2,2,2,0,0,0,0,0,0,0,2,1,1,0,1,2,2,2,2,0,1,0,2,2,0,1,1,2,2,1,1,1,1,2,2,2,2,2,1,1,0,0,0,0,1,2,1,2,0,0,0,0,0,2,0,0",,,,,,,,,,,,,,
35,-36,"2,0,2,0,0,0,2,0,1,2,1,2,1,2,1,2,1,0,2,0,0,0,0,2,1,2,0,1,0,2,2,1,0,0,1,1,2,1,0,0,2,1,1,2,1,2,2,0,1,0,0,0,2,2,1,2,2,2,2,2,2,1,0,2,2,2,2,0,2,1,0,0,0,1,1,0,2,2,0,0,0,2,2,1,1,2,2,1,1,2,0,2,2,1,1,2,1,1",,,,,,,,,,,,,,
36,-35,"2,0,2,1,0,0,1,2,2,2,1,2,2,0,2,1,0,0,1,0,2,1,2,2,1,1,2,0,1,0,0,2,0,0,0,0,2,1,1,1,2,2,2,2,2,0,0,2,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,2,2,0,0,1,0,2,0,0,2,0,0,0,1,1,0,0,2,2,0,0,0,0,1,0,0,2,1,0,0,1,0,0,2,2",,,,,,,,,,,,,,
37,-33,"0,1,2,2,1,1,0,0,0,2,2,2,2,2,0,0,2,2,0,1,1,1,2,1,2,1,2,1,1,1,0,1,0,2,2,0,0,0,0,1,2,0,1,2,2,1,0,1,2,1,0,0,0,0,1,1,0,0,1,0,2,2,2,2,0,0,0,0,2,2,2,2,2,0,2,0,1,2,2,2,0,0,2,2,2,2,2,2,0,1,2,1,2,1,2,1,2,0",,,,,,,,,,,,,,
38,-37,"1,1,1,2,0,2,1,1,2,0,0,0,0,1,1,0,1,2,2,2,0,1,2,0,2,1,2,0,2,1,2,2,2,0,2,0,2,1,1,0,1,2,0,0,1,2,0,0,2,2,1,1,2,0,1,1,0,0,0,1,0,2,1,1,0,1,1,2,2,1,2,2,2,2,2,1,1,2,2,0,1,0,2,2,1,2,1,1,1,1,0,1,0,0,0,2,0,0",,,,,,,,,,,,,,
39,-36,"1,1,2,0,1,1,2,2,1,1,2,0,1,0,0,0,2,2,1,2,1,1,0,2,1,1,1,0,0,0,0,1,2,1,0,0,1,1,2,0,0,2,1,2,2,2,1,2,1,2,1,0,0,1,1,1,1,0,0,1,1,1,1,0,2,2,0,1,2,2,1,1,2,2,2,1,0,2,2,0,0,1,0,1,1,0,2,0,0,1,2,2,0,2,2,0,2,1",,,,,,,,,,,,,,
40,-32,"2,1,1,1,2,1,2,2,1,2,2,0,0,0,2,1,1,1,1,2,0,1,1,2,1,2,0,0,1,0,0,0,1,0,0,2,1,2,0,0,1,0,0,2,0,0,0,2,2,1,1,2,0,2,1,1,1,2,2,1,1,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,2,1,0,2,0,2,2,0,2,2,0,1,1,0,1,0,0,2,1,2,1",,,,,,,,,,,,,,
41,-36,"2,1,2,1,2,1,2,0,2,1,2,0,1,2,2,1,1,0,0,0,2,2,0,0,2,2,1,0,0,1,0,0,0,2,2,1,0,0,1,0,0,0,2,2,1,2,2,2,1,0,1,2,0,2,2,1,2,2,1,1,2,1,1,1,2,0,0,0,1,1,0,2,0,1,1,2,2,0,0,1,0,0,2,2,1,1,0,1,1,2,1,1,2,2,0,1,2,2",,,,,,,,,,,,,,
42,-35,"0,0,2,2,2,2,2,1,0,0,1,1,0,0,0,0,1,2,2,2,2,1,0,0,1,2,2,1,0,1,2,2,2,0,1,2,0,0,1,0,2,2,2,0,1,0,0,2,1,2,0,1,2,0,0,2,2,0,2,2,0,2,2,0,0,1,2,1,2,1,2,1,1,1,1,2,2,2,0,2,2,1,2,2,1,1,2,1,2,0,0,0,1,1,0,2,0,0",,,,,,,,,,,,,,
43,-37,"0,0,1,0,2,2,0,2,1,0,0,2,0,0,2,0,1,2,0,2,2,1,0,0,1,2,1,1,0,2,2,1,0,0,2,2,2,0,0,0,0,0,2,0,2,2,1,2,0,2,2,1,2,2,2,2,0,1,0,2,2,0,0,1,2,2,2,1,2,1,2,2,0,0,2,1,0,2,2,1,0,2,0,1,0,0,0,0,2,1,1,0,1,0,1,0,2,0",,,,,,,,,,,,,,
44,-38,"2,1,1,2,2,2,0,2,2,2,1,0,0,1,0,0,2,1,2,2,0,2,0,0,1,0,2,1,2,2,2,1,0,0,2,2,1,1,1,2,2,1,2,0,0,2,2,1,0,0,1,2,2,1,2,0,0,0,0,0,1,1,1,2,1,2,1,0,0,1,0,1,0,0,2,1,0,2,1,1,1,0,1,0,0,0,1,0,2,1,0,1,2,2,1,2,2,2",,,,,,,,,,,,,,
45,-36,"2,0,1,0,2,1,2,2,0,1,0,1,1,1,0,0,1,2,2,1,1,1,2,2,0,0,0,2,1,0,2,0,0,1,0,1,2,1,2,2,0,0,1,2,0,1,0,1,0,1,1,0,2,2,0,0,2,1,0,0,1,1,1,2,1,0,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,0,1,2,1,1,0,1,2,1,2,1,2,0,0",,,,,,,,,,,,,,
46,-36,"1,2,2,1,1,1,1,0,0,0,0,2,0,2,2,1,2,0,0,2,2,2,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2,2,0,2,2,1,0,0,0,1,0,1,2,1,2,2,2,1,2,0,2,2,1,2,1,1,2,1,0,1,2,0,2,1,1,0,2,1,2,1,1,0,0,0,0,0,1,1,1,2,1,2,2,1,1,0,0",,,,,,,,,,,,,,
47,-36,"0,1,1,2,2,2,2,2,1,1,2,2,0,2,0,0,1,1,2,0,1,2,0,2,1,1,1,2,1,1,2,1,2,0,1,1,0,2,1,2,2,0,1,2,0,0,2,2,1,2,0,1,0,2,0,2,2,2,1,2,2,0,0,0,2,0,2,1,1,2,2,0,2,1,2,1,2,1,1,0,0,0,1,2,2,0,0,1,2,0,1,1,0,0,1,2,0,0",,,,,,,,,,,,,,
48,-37,"0,0,0,2,2,1,2,0,2,1,1,2,2,0,2,1,0,1,0,0,2,2,0,0,0,0,1,1,1,2,1,2,1,2,1,0,2,1,1,2,0,2,2,1,2,0,1,0,1,2,0,1,2,0,0,0,2,1,2,0,0,0,1,2,2,2,0,0,1,1,0,1,0,2,0,2,0,0,1,0,1,0,0,2,1,0,0,0,2,1,1,0,0,2,1,0,0,0",,,,,,,,,,,,,,
49,-31,"2,2,1,1,1,1,0,0,1,2,1,2,1,1,2,1,0,0,1,2,0,1,2,0,2,0,0,2,1,1,2,2,1,2,0,0,1,0,1,0,2,0,0,1,0,1,2,2,0,0,0,2,2,0,1,0,0,1,0,0,1,2,2,2,2,1,0,2,1,2,1,2,0,2,0,1,1,2,0,0,0,0,2,1,2,0,2,0,2,0,2,2,1,1,1,1,2,2",,,,,,,,,,,,,,
